timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-06-07T08:26:35,codecarbon,bbb32e7a-6c09-4c0b-90f3-811a8df29cd1,8962.402623414993,0.07782249412931236,0.008683217815499035,226.64397789860385,344.80300000000005,188.91392469406128,0.0912459404472494,0.8547030379551495,0.46900546031237145,1.4149544387147701,France,FRA,île-de-france,,,Linux-5.10.0-14-amd64-x86_64-with-glibc2.31,3.9.2,80,Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz,8,8 x Tesla V100-SXM2-32GB,2.4075,48.8323,503.7704658508301,machine,N
